"ARN","Name","EminenceScore"
"2435","Wim Sonneveld","66.50"
"2599","Jack Wrather","66.50"
"2614","Bruce Alger","66.50"
"3257","Sergio Bruni","66.50"
"4020","Paul Vergès","66.50"
"4749","Renée Fox","66.50"
"4777","Christian Poncelet","66.50"
"4886","Dick York","66.50"
"5441","Linda Cristal","66.50"
"5442","James G. Abourezk","66.50"
"5565","Jacques Calvet","66.50"
"5648","Marc Ogeret","66.50"
"5782","Alighiero Noschese","66.50"
"6039","Dwayne Hickman","66.50"
"6142","Hugo Blanco","66.50"
"6235","Candy Barr","66.50"
"7818","Patrick Tambay","66.50"
"7814","Lech Kaczynski","66.25"
"3996","Shelley Berman","66.25"
"4391","Alison Lurie","66.25"
"5264","Rémy Julienne","66.25"
"5548","Cecil D. Andrus","66.25"
"8175","A.A. Gill","66.25"
"5366","Samuel W. Lewis","66.25"
"7457","Susannah McCorkle","66.25"
"8177","Martha De Laurentiis","66.25"
"9330","DJ Mehdi","66.25"
"1422","Jean-Pierre Aumont","66.25"
"3619","Gianni Raimondi","66.25"
"4705","Geneviève Page","66.25"
"4800","Marvin Mitchelson","66.25"
"5143","Donn Cambern","66.25"
"5422","Joseph Fiorenza","66.25"
"5748","Bruce Herschensohn","66.25"
"5790","Ronald Roskens","66.25"
"6011","Barbara McNair","66.25"
"6056","Marianne Means","66.25"
"6285","Bob Krueger","66.25"
"6505","Vittorio Prodi","66.25"
"6607","Piera Degli Esposti","66.25"
"6865","Hugues Gall","66.25"
"6877","Princess Ira Von Fürstenberg","66.25"
"6975","George S. Mickelson","66.25"
"7216","Ed Pastor","66.25"
"8507","Eleanor Mondale","66.25"
"8543","Chantal Mauduit","66.25"
"2976","Albin Chalandon","66.25"
"3040","Wally Boag","66.25"
"3161","Janet Blair","66.25"
"3275","Linda Stirling","66.25"
"4380","Bob Flanigan","66.25"
"4393","Armando Villegas","66.25"
"4859","Larry Goodwyn","66.25"
"4876","Buddy Van Horn","66.25"
"5685","Alexander Thynn","66.25"
"5708","Eunice Durham","66.25"
"7679","Ezio Vendrame","66.25"
"1894","Peewee King","66.25"
"3365","Jules Levy","66.25"
"3396","Robert J. Parks","66.25"
"3794","Wanda Ramey","66.25"
"5216","Al De Lory","66.25"
"5230","Robert Francis","66.25"
"6619","Carroll Cole","66.25"
"1083","Abraham Edel","66.25"
"1249","Sybille Schmitz","66.25"
"1389","Kirk Alyn","66.25"
"1239","Helen Richey","66.25"
"1379","William O. Aydelotte","66.25"
"1566","Edith Carlmar","66.25"
"1764","Werner Molders","66.25"
"2404","Francis B. Wai","66.25"
"3144","Malcolm Kutner","66.25"
"3559","Erling Lorentzen","66.25"
"604","Emmi Bonhoeffer","66.25"
"454","Irina Paley","66.25"
"145","Curt Bois","66.25"
"230","Maruja Mallo","66.25"
"1057","Harold Courlander","66.25"
"1590","Maria Mandl","66.25"
"2704","Pierre Delanoê","66.25"
"3311","Christine de Rivoyre","66.25"
"3614","Per Kleppe","66.25"
"4500","Ismael Moreno Pino","66.25"
"4956","Jacques Lesourne","66.25"
"4976","Carlos Payán","66.25"
"5476","Julian Carroll","66.25"
"6563","Tony Cucchiara","66.25"
"6859","Étienne Mougeotte","66.25"
"7214","Kristine Gebbie","66.25"
"7343","Patrick Devedjian","66.25"
"3473","Alain Robbe-Grillet","66.00"
"5553","Jack Swigert","66.00"
"5966","Flip Wilson","66.00"
"7194","James Herbert","66.00"
"4278","Julio Scherer García","66.00"
"7230","Alain Corneau","66.00"
"8243","Tony Snow","66.00"
"9426","Caroline Flack","66.00"
"6683","John Heinz","66.00"
"3325","Philippe de Gaulle","66.00"
"3487","Cornell MacNeil","66.00"
"3667","Warren Hearnes","66.00"
"3682","Stan Chambers","66.00"
"3707","Ella Mae Morse","66.00"
"3852","Thomas B. Hayward","66.00"
"6444","Terence Hallinan","66.00"
"7916","Cynthia Myers","66.00"
"8010","Dino Martin","66.00"
"5266","Robert E. Simanek","66.00"
"6250","Daniel Roche","66.00"
"2700","Louie Welch","66.00"
"2856","George Fenneman","66.00"
"3894","Marcia Mae Jones","66.00"
"5326","James M. McCoy","66.00"
"5623","David Leland","66.00"
"7015","Charley Whitman","66.00"
"7547","Jürgen Bartsch","66.00"
"7891","Pat Soltysik","66.00"
"3387","Alex Xydias","66.00"
"4144","Robert Knudson","66.00"
"5073","Prince of Yugoslavia Andrej","66.00"
"2732","Roger Birkman","66.00"
"2808","Eugene Allen","66.00"
"2951","John Mantley","66.00"
"1370","Gordon Joseph Gray","66.00"
"423","Karl Zerbe","66.00"
"497","Alfonso Bedoya","66.00"
"678","Hildegarde","66.00"
"1337","Jesús Helguera","66.00"
"1466","Simone Simon","66.00"
"1874","Andor Földes","66.00"
"3001","Anne Tyng","66.00"
"3008","Robert Boulin","66.00"
"3857","Ninfa Laurenzo","66.00"
"4032","Gabriele Ferzetti","66.00"
"5610","Moira Orfei","66.00"
"5638","Maurice Audin","66.00"
"6013","Marie-France Garaud","66.00"
"6268","Lando Buzzanca","66.00"
"6508","Sérgio Cabral","66.00"
"6883","Marie-José Nat","66.00"
"7049","Earl Thomas Conley","66.00"
"4442","Marian Diamond","65.75"
"6064","Claude Berri","65.75"
"6352","Ken Mattingly","65.75"
"6742","Rudolph Isley","65.75"
"8401","Andy Gibb","65.75"
"3336","Luis Echeverría","65.75"
"3431","Hal Clement","65.75"
"3774","Katy Jurado","65.75"
"5151","Merv Adelson","65.75"
"5227","Giuliano Montaldo","65.75"
"3362","Pablo González Casanova","65.75"
"4670","Princess of Belgium Joséphine Charlotte","65.75"
"6195","Georgie Anne Geyer","65.75"
"6880","Jan Cremer","65.75"
"7995","Christophe de Margerie","65.75"
"3476","Micheline Presle","65.75"
"3686","Joaquín Cordero","65.75"
"4449","William Wakefield Baum","65.75"
"4965","Nicoletta Orsomando","65.75"
"6054","Ruth Duskin Feldman","65.75"
"6561","Alan Jr. Ladd","65.75"
"7580","Juliet Berto","65.75"
"8623","Antonio Cárdenas Guillén","65.75"
"4237","Glen Tetley","65.75"
"3513","Patricia Barry","65.75"
"3528","Mark Stevens","65.75"
"3765","Louis Lane","65.75"
"4006","Russell Hunter","65.75"
"4096","Larry Blyden","65.75"
"4124","Katyna Ranieri","65.75"
"4304","Harry W. Shlaudeman","65.75"
"5272","Kjell Bækkelund","65.75"
"5526","Thurston Harris","65.75"
"5937","Thomas Thompson","65.75"
"6759","Troy Shondell","65.75"
"2434","Steve Cochran","65.75"
"2798","Aaron Novick","65.75"
"3733","Robert Mardian","65.75"
"3783","John Rarick","65.75"
"3829","Betsy Plank","65.75"
"3930","Nils Retterstøl","65.75"
"4561","Roy Gould","65.75"
"4809","Buck Coulson","65.75"
"5070","Edwin Gilbert","65.75"
"1118","Emilien Amaury","65.75"
"2120","Ruth Lilly","65.75"
"3202","Tancred Jr. Ibsen","65.75"
"3384","James B. Thayer","65.75"
"1156","Helen Sobel Smith","65.75"
"1350","Lloyd Arthur Eshbach","65.75"
"1613","Carl Raddatz","65.75"
"2194","James Griffith","65.75"
"2456","George Reedy","65.75"
"2641","Don Ingalls","65.75"
"570","Winnie Ruth Judd","65.75"
"882","Annabella","65.75"
"1473","Peter Hurkos","65.75"
"1611","Preston Smith","65.75"
"2403","Bill Clements","65.75"
"72","Evelyn Laye","65.75"
"900","Viscount Trematon Rupert Cambridge","65.75"
"695","Duke of Genoa Eugenio","65.75"
"56","Lydia Cabrera","65.75"
"93","Fritz Kolbe","65.75"
"150","René Pleven","65.75"
"666","Pierre Levegh","65.75"
"1122","André Pieyre de Mandiargues","65.75"
"1184","Marie-Thérèse Walter","65.75"
"1349","Ray McKinley","65.75"
"2005","Alfréd Radok","65.75"
"3881","Michel Ragon","65.75"
"4306","Swami Kriyananda","65.75"
"4408","Enrico Maria Salerno","65.75"
"4789","Rene Carpenter","65.75"
"5099","Remco Campert","65.75"
"5502","Frédérick Tristan","65.75"
"5938","Neale Fraser","65.75"
"8822","Tom Glavine","65.50"
"2650","Jacqueline Susann","65.50"
"4419","Louise Hay","65.50"
"5482","Ricardo Legorreta","65.50"
"7593","Tim Buckley","65.50"
"3749","Stansfield Turner","65.50"
"4239","Hans-Jochen Vogel","65.50"
"6799","Günther Fielmann","65.50"
"2201","Eddie Arcaro","65.50"
"4488","Joan Lowery Nixon","65.50"
"4942","Dan Jenkins","65.50"
"5879","James Alexander Thom","65.50"
"6096","Sneaky Pete Kleinow","65.50"
"3673","Jean Hagen","65.50"
"4668","Charles V. Willie","65.50"
"5579","Nicole Courcel","65.50"
"5586","Gérard Barray","65.50"
"5795","Roger Smith","65.50"
"5819","Mary Ure","65.50"
"6332","Darlene Hard","65.50"
"7823","Judy Freudberg","65.50"
"1177","Earl Butz","65.50"
"2151","Marion E. Carl","65.50"
"2786","James Fletcher","65.50"
"3216","Ted Schroeder","65.50"
"3635","Hector Laing","65.50"
"3683","Marjorie Paxson","65.50"
"3730","Ruth Carter Stevenson","65.50"
"3734","Jean Bartel","65.50"
"4072","Raffaele Pisu","65.50"
"4114","Princess of Luxembourg Marie Gabrielle","65.50"
"4230","Dolores Moran","65.50"
"4539","Vera Henriksen","65.50"
"4643","James Prideaux","65.50"
"4733","Tobin Rote","65.50"
"4796","Lydia Alfonsi","65.50"
"5058","James C. Irwin","65.50"
"5212","Ralph Engelstad","65.50"
"5219","Evelyne Jobe Villines","65.50"
"5369","Sam Johnson","65.50"
"5535","Jean-Louis Chautemps","65.50"
"5733","George Deem","65.50"
"5882","Bess Abell","65.50"
"7005","William Moritz","65.50"
"7445","Christian Marty","65.50"
"9324","Ana Estrada","65.50"
"1641","Ace Parker","65.50"
"1922","Betty Lou Gerson","65.50"
"2828","Mario H. Gottfried Gutiérrez","65.50"
"3723","Rosemary LaPlanche","65.50"
"3977","Paul-Émile Deiber","65.50"
"4587","Tex Logan","65.50"
"4822","Paul Avila Mayer","65.50"
"5344","Marilyn Durham","65.50"
"2317","Jacques Deny","65.50"
"761","Aloha Wanderwell","65.50"
"3354","Arthur H. Cash","65.50"
"944","Horace Hodes","65.50"
"192","Jan de Quay","65.50"
"1877","Fredrik Stabel","65.50"
"574","Walter Frank","65.50"
"806","Douglas Corrigan","65.50"
"1148","René Bousquet","65.50"
"1956","Woody Strode","65.50"
"1981","Jean-Toussaint Desanti","65.50"
"2712","Mado Robin","65.50"
"2737","Luis Bedoya Reyes","65.50"
"3319","Eulalio González","65.50"
"4515","James Leo Herlihy","65.50"
"5121","Clyde Lovellette","65.50"
"7397","Janine Haines","65.50"
"7849","Linda Tripp","65.50"
"8188","Archie Griffin","65.50"
"3151","Franco Corelli","65.25"
"6485","Lanford Wilson","65.25"
"6731","Bertrand Blier","65.25"
"8045","David Icke","65.25"
"4221","Moira Shearer","65.25"
"5427","Dries Van Agt","65.25"
"5643","Jim Bolger","65.25"
"6564","Jean-Louis Servan-Schreiber","65.25"
"7433","Bob Welch","65.25"
"8277","Didier Lockwood","65.25"
"3688","Giorgio Albertazzi","65.25"
"5240","Doug Harvey","65.25"
"6468","Prince of Naples Vittorio Emanuele","65.25"
"8002","Jim Diamond","65.25"
"8185","Mark Fidrych","65.25"
"3312","Jackie Stallone","65.25"
"4505","Alice Dye","65.25"
"5365","Glauco Mauri","65.25"
"5390","Aarón Hernán","65.25"
"5593","Valeria Moriconi","65.25"
"5729","Jay J. Armes","65.25"
"6181","Anna-Maria Ferrero","65.25"
"6434","Nino Castelnuovo","65.25"
"6604","Don Perkins","65.25"
"6852","Peter Duel","65.25"
"7601","Francesca Hilton","65.25"
"7847","Olivier Metzner","65.25"
"8683","Philippe Bugalski","65.25"
"9013","Richard Sainct","65.25"
"2862","Roger Hilsman","65.25"
"4934","Ernest May","65.25"
"5525","Bejan Daruwalla","65.25"
"7520","Dan White","65.25"
"3699","Giacomo Rondinella","65.25"
"3870","Kathryn Reed Altman","65.25"
"4452","Michael Butler","65.25"
"4458","Dick Tufeld","65.25"
"4714","Helen Westcott","65.25"
"5152","Jim Brosnan","65.25"
"5265","Rhodes Reason","65.25"
"5506","Jacques Destoop","65.25"
"5702","James III Nabrit","65.25"
"5852","Curtis LeRoy Hansen","65.25"
"6001","Henri Korn","65.25"
"6512","Wilhelm Wilhelmsen","65.25"
"6656","Tone Vigeland","65.25"
"6792","Patrice Laffont","65.25"
"8629","Roberto Succo","65.25"
"2879","Mario Scaccia","65.25"
"3430","June Byers","65.25"
"3442","Frances Rafferty","65.25"
"4425","Aloysius Valente","65.25"
"4456","Malcolm Brachman","65.25"
"4756","Herbert R. Jr. Temple","65.25"
"5004","Tommy Hancock","65.25"
"5126","Tom Graeff","65.25"
"5398","Jim Melchert","65.25"
"671","Kurt Hohenemser","65.25"
"1681","Guido Morselli","65.25"
"2701","Knut Erik Tranøy","65.25"
"1109","Ernesto Calindri","65.25"
"1777","Lise Delamare","65.25"
"366","Binnie Barnes","65.25"
"1434","Suzanne Danco","65.25"
"1822","Demos Shakarian","65.25"
"1912","Lucy Herndon Crockett","65.25"
"3537","William Chaney","65.25"
"1756","Pedro Gastão of Orléans-Braganza","65.25"
"2018","Gustav Lorentzen","65.25"
"340","Rafael Garza Gutiérrez","65.25"
"1172","Beatriz de Borbón","65.25"
"1319","Duke of Galliera Álvaro of Orleans","65.25"
"1986","Infante of Spain Gonzalo","65.25"
"276","Hans Sahl","65.25"
"106","Wilhelm Feldberg","65.25"
"207","Kaare Ingstad","65.25"
"243","Gertrud Scholtz-Klink","65.25"
"329","Jacques-Philippe Leclerc","65.25"
"709","Eric Fenby","65.25"
"787","Jean Cartan","65.25"
"862","Germaine Tillion","65.25"
"1054","Penny Singleton","65.25"
"1341","Jacques Berque","65.25"
"1378","Edda Ciano","65.25"
"1557","Gloria Campobello","65.25"
"1614","Pierre Lelong","65.25"
"2581","Gonzalo Facio Segreda","65.25"
"2988","Harold Sakata","65.25"
"3434","Rose Mofford","65.25"
"4089","Yvon Gattaz","65.25"
"4227","Stanley F. Schmidt","65.25"
"5317","Jean Cardot","65.25"
"5670","Pierre Lacotte","65.25"
"6364","Duke of Anjou and Cádiz Alfonso","65.25"
"4741","Andrew Greeley","65.00"
"5533","Dominique Lapierre","65.00"
"6566","Richard H. Truly","65.00"
"3222","Jack Kramer","65.00"
"4335","Tom Wicker","65.00"
"7349","Hamilton Jordan","65.00"
"3328","Fritz Hollings","65.00"
"3718","Bum Phillips","65.00"
"4720","Sander Vanocur","65.00"
"4996","Yvonne Chouteau","65.00"
"5402","Boris Fausto","65.00"
"5550","Cristina Deutekom","65.00"
"6820","Mike Boorda","65.00"
"5630","Peggy Ann Garner","65.00"
"5696","Karl Ridderbusch","65.00"
"6214","Don Bragg","65.00"
"6357","Alex Olmedo","65.00"
"6639","Dick Tomey","65.00"
"6798","Renato Scarpa","65.00"
"7377","Vonetta McGee","65.00"
"8078","Jerry Remy","65.00"
"8120","Taryn Power","65.00"
"9403","Nicolas Portal","65.00"
"9635","Marnie Schulenburg","65.00"
"5025","Richard H. Tedford","65.00"
"1583","Jeanette Nolan","65.00"
"2924","Robert Cardenas","65.00"
"3327","Lynn Compton","65.00"
"3958","Joy Page","65.00"
"3995","Charles Aidman","65.00"
"4523","Dick Savitt","65.00"
"4585","Eddie Cano","65.00"
"4676","Georges Vallerey","65.00"
"4847","Júlio Delamare","65.00"
"6736","Hans Rasmus Astrup","65.00"
"6749","Gary Kellgren","65.00"
"2571","Eileen Herlie","65.00"
"3145","Ferris Fain","65.00"
"3475","Jean Darling","65.00"
"3550","Mary Ann Jackson","65.00"
"3888","James L. Greenfield","65.00"
"4067","G. I. Williamson","65.00"
"4305","Big John Mazmanian","65.00"
"4501","Russell Doughten","65.00"
"4504","Robert G. Webb","65.00"
"6327","Al Jackson","65.00"
"2501","Jens Evensen","65.00"
"2643","Joseph Hayes","65.00"
"1461","Robert Saudek","65.00"
"1811","Dean Fausett","65.00"
"2938","Harry Lewis","65.00"
"355","Hans Rohrbach","65.00"
"1483","André Postel-Vinay","65.00"
"1618","Ralph Hauenstein","65.00"
"1849","William Donald Borders","65.00"
"10","Henry J. Leir","65.00"
"65","Hermann Reutter","65.00"
"130","Stefan Lorant","65.00"
"238","Menno Ter Braak","65.00"
"534","Buddy Rogers","65.00"
"726","Paolo Stoppa","65.00"
"2074","Aurora Miranda","65.00"
"2932","William Travilla","65.00"
"3564","Red Schoendienst","65.00"
"3735","Georgia Davis Powers","65.00"
"5023","Emil Menzel","65.00"
"5091","Henri Teissier","65.00"
"5243","Wayne Fitzgerald","65.00"
"5850","Georges Dubœuf","65.00"
"6021","Ilaria Occhini","65.00"
"6334","Juliette Mayniel","65.00"
"6422","Eugène Saccomano","65.00"
"6430","Rogelio Guerra","65.00"
"6936","Ze'ev Revach","65.00"
"7136","Dave Wilcox","65.00"
"9361","Karine Ruby","65.00"
"5597","Nat Adderley","64.75"
"1186","Lupe Vélez","64.75"
"4892","Reubin Askew","64.75"
"5367","Adlai III Stevenson","64.75"
"5801","Don James","64.75"
"2854","Ludovic Kennedy","64.75"
"4153","Daniel J. Evans","64.75"
"5011","Frans Andriessen","64.75"
"6671","Jean-Loup Dabadie","64.75"
"6904","David Brudnoy","64.75"
"8732","Billy Bean","64.75"
"8799","Eduardo Campos","64.75"
"2769","Dory Funk","64.75"
"3742","Linda Christian","64.75"
"5162","Isa Barzizza","64.75"
"5691","Jean Stablinski","64.75"
"6152","Nicholas Daniloff","64.75"
"6944","Terry McDermott","64.75"
"7776","Stan Bowles","64.75"
"8275","Kjersti Holmen","64.75"
"9267","Bridgette Andersen","64.75"
"5170","Jerry Bridges","64.75"
"5448","Carla Lonzi","64.75"
"6277","Ultra Violet","64.75"
"2759","Virginia O'Brien","64.75"
"3560","Jack Jr. Burke","64.75"
"3714","Dottie Wiltse Collins","64.75"
"4430","Bob Rosburg","64.75"
"4912","Don Collier","64.75"
"5174","Mogens Christensen","64.75"
"5274","Jacques Frémontier","64.75"
"5400","Jack Fincher","64.75"
"6452","Noel Tyl","64.75"
"7484","Janice Lowry","64.75"
"7838","Nancy Ling Perry","64.75"
"9196","Sarah Devens","64.75"
"1825","Laird Cregar","64.75"
"1832","Cornelius Johnson","64.75"
"2165","Werner von Trapp","64.75"
"4056","Joan Dillon","64.75"
"4079","Jeannette Clift","64.75"
"4389","Hans Høegh","64.75"
"4451","Mary Ellin Barrett","64.75"
"5027","Herman Le Compte","64.75"
"5034","Don Kennard","64.75"
"865","Emile Kuri","64.75"
"1854","Arne Skouen","64.75"
"3134","Alan Jr. Hale","64.75"
"3676","Jess Collins","64.75"
"1195","Joseph M. Newman","64.75"
"1738","Benno C. Sr. Schmidt","64.75"
"1857","Arthur Chin","64.75"
"3331","Lasse Kolstad","64.75"
"1712","Robert J. Myers","64.75"
"1742","Franco Bordoni","64.75"
"2022","Francis Jr. Sayre","64.75"
"947","Andrew Cruickshank","64.75"
"888","Dorothy Bar-Adon","64.75"
"90","Robert Florey","64.75"
"733","Colette Audry","64.75"
"1003","Ludovico Geymonat","64.75"
"1038","Claude Thornhill","64.75"
"1581","Anna Russell","64.75"
"2229","Enos Slaughter","64.75"
"2584","Roberta Cowell","64.75"
"2781","Vance Hartke","64.75"
"2833","Roger Grenier","64.75"
"2895","Philip Caldwell","64.75"
"2897","Gilles-Gaston Granger","64.75"
"3162","Marie-Claire Servan-Schreiber","64.75"
"3224","Ira Progoff","64.75"
"3426","Robert Alan Good","64.75"
"4316","Johnny Gimble","64.75"
"4757","Philippe Tesson","64.75"
"4941","Chic Hecht","64.75"
"6802","Kathy Whitworth","64.75"
"7016","Eddie Large","64.75"
"8189","Humbert Balsan","64.75"
"8596","Padre Léo","64.75"
"8985","Alexis Arquette","64.75"
"3992","Jack Monroe","64.75"
"905","Roland Mousnier","64.67"
"4222","Newton N. Minow","64.50"
"4852","Bernard Buffet","64.50"
"6151","Del Shannon","64.50"
"6407","Carla Fracci","64.50"
"6476","Jerry Reed","64.50"
"964","Amintore Fanfani","64.50"
"1702","Fernando Belaúnde","64.50"
"3450","Mark O. Hatfield","64.50"
"5198","Glenn Yarbrough","64.50"
"6106","Gunther Gebel-Williams","64.50"
"7584","Patrick Dewaere","64.50"
"3448","William Schallert","64.50"
"5495","Charles Bowsher","64.50"
"6061","John V. Tunney","64.50"
"6559","William T. Wiley","64.50"
"6677","Christiane Hörbiger","64.50"
"6906","Neil Goldschmidt","64.50"
"7571","Roselyne Bachelot","64.50"
"8148","Margaux Hemingway","64.50"
"2636","Carlos Manuel Arana Osorio","64.50"
"3970","Wally Cox","64.50"
"4086","Raphaël Géminiani","64.50"
"4350","Janet Gray Hayes","64.50"
"6388","Geneviève Fontanel","64.50"
"6574","Peterson Zah","64.50"
"9765","Alexis Vastine","64.50"
"5991","Bob Shane","64.50"
"9491","Eric Harris","64.50"
"3615","Mari Blanchard","64.50"
"3708","Clint Jr. Murchison","64.50"
"4559","Pepper Gomez","64.50"
"4937","Mel Hutchins","64.50"
"5828","Gordon Zacks","64.50"
"6289","Bob Anderson","64.50"
"7033","Marjorie Schick","64.50"
"7611","Aajonus Vonderplanitz","64.50"
"2243","Ondina Valla","64.50"
"2499","Madeleine Robinson","64.50"
"3759","Jo-Carroll Dennison","64.50"
"3854","Mary Carver","64.50"
"5146","Finis E. Cowan","64.50"
"5203","Gary Kerkorian","64.50"
"6553","Knut Sydsæter","64.50"
"2760","Gloria Marín","64.50"
"3766","Gordon Baxter","64.50"
"4457","Dag Schjelderup-Ebbe","64.50"
"2113","Toby Wing","64.50"
"2327","James A. Rawley","64.50"
"2413","Rex T. Barber","64.50"
"3340","Joseph F. Cotton","64.50"
"3847","Ruth Kobart","64.50"
"785","Miguel de Capriles","64.50"
"1117","Lois Moran","64.50"
"1504","Amalia Solórzano","64.50"
"303","Karel Mengelberg","64.50"
"984","Loulou Gasté","64.50"
"1316","Ruth Hale Oliver","64.50"
"1634","Olaf Christiansen","64.50"
"374","Erich Arendt","64.50"
"1908","Herta Haas","64.50"
"812","Samuel W. Taylor","64.50"
"343","Louis de Wohl","64.50"
"66","Evelyn Irons","64.50"
"601","Ida Gerhardt","64.50"
"1144","Howard Da Silva","64.50"
"1338","Luis Rosales","64.50"
"1803","Ralph Edwards","64.50"
"2471","Robert Truax","64.50"
"4197","Valeria Valeri","64.50"
